E_q,N_q,U_q
-18563,-15610,3
-18675,-15482,3
-18787,-15354,0
-18898,-15225,5
-19009,-15096,6
-19120,-14967,3
-19230,-14837,1
-19339,-14706,-1
-19449,-14576,2
-19557,-14445,8
-19666,-14314,-2
-19774,-14182,-1
-19881,-14050,0
-19988,-13918,-2
-20095,-13785,7
-20201,-13652,-1
-20306,-13518,5
-20411,-13385,-4
-20516,-13251,-2
-20621,-13116,-3
-20724,-12982,1
-20828,-12846,-2
-20931,-12711,7
-21033,-12576,-3
-21135,-12440,0
-21237,-12303,3
-21337,-12167,6
-21438,-12030,5
-21538,-11893,-5
-21638,-11755,4
-21737,-11617,-6
-21835,-11479,2
-21933,-11341,2
-22031,-11202,-3
-22128,-11063,0
-22225,-10924,6
-22321,-10785,1
-22417,-10645,2
-22512,-10505,2
-22607,-10365,-5
-22701,-10225,2
-22794,-10084,2
-22887,-9943,0
-22980,-9802,0
-23072,-9660,-5
-23164,-9519,0
-23255,-9377,4
-23345,-9235,2
-23435,-9092,4
-23525,-8949,0
-23614,-8807,-6
-23702,-8664,6
-23790,-8520,5
-23878,-8377,10
-23965,-8233,-1
-24051,-8089,2
-24137,-7945,4
-24222,-7801,2
-24307,-7657,4
-24391,-7512,9
-24475,-7367,6
-24558,-7222,0
-24640,-7077,1
-24722,-6932,3
-24803,-6786,5
-24884,-6640,-2
-24965,-6494,0
-25044,-6348,5
-25124,-6202,1
-25202,-6056,0
-25280,-5909,-6
-25358,-5763,3
-25435,-5616,-3
-25511,-5469,2
-25587,-5322,4
-25662,-5175,-9
-25737,-5028,0
-25811,-4880,-2
-25885,-4733,-5
-25957,-4585,9
-26030,-4437,0
-26102,-4290,-8
-26173,-4142,-2
-26243,-3994,-3
-26313,-3845,-2
-26383,-3697,-5
-26452,-3549,-1
-26520,-3400,2
-26588,-3252,1
-26654,-3103,3
-26721,-2955,-3
-26787,-2806,1
-26852,-2657,-2
-26917,-2508,1
-26981,-2359,-2
-27044,-2210,1
-27107,-2061,-2
-27170,-1912,3
-27231,-1763,-4
-27292,-1614,-2
-27353,-1465,2
-27412,-1316,9
-27472,-1166,0
-27530,-1017,1
-27588,-868,-4
-27646,-718,-1
-27702,-569,1
-27758,-420,1
-27814,-270,-5
-27869,-121,6
-27923,28,1
-27977,178,0
-28030,327,-1
-28082,476,-1
-28134,626,6
-28185,775,2
-28236,924,4
-28285,1073,-4
-28335,1223,-5
-28383,1372,-4
-28431,1521,3
-28478,1670,7
-28525,1819,-2
-28571,1968,0
-28617,2117,7
-28661,2266,2
-28706,2415,3
-28749,2563,6
-28792,2712,6
-28834,2861,-2
-28876,3009,-1
-28917,3158,-4
-28957,3306,-2
-28996,3454,6
-29035,3603,1
-29074,3751,1
-29111,3899,-2
-29148,4047,-6
-29185,4195,-4
-29220,4342,-4
-29256,4490,1
-29290,4637,-5
-29324,4785,0
-29357,4932,8
-29389,5079,2
-29421,5226,-1
-29452,5373,7
-29483,5520,1
-29513,5666,7
-29542,5812,3
-29570,5959,-1
-29598,6105,-4
-29625,6251,-3
-29652,6397,-1
-29678,6542,2
-29703,6688,-1
-29727,6833,-4
-29751,6978,-2
-29774,7123,2
-29797,7268,1
-29819,7412,-2
-29840,7557,-2
-29860,7701,5
-29880,7845,0
-29899,7989,-4
-29918,8132,2
-29936,8276,4
-29953,8419,-4
-29970,8562,-8
-29985,8705,-4
-30001,8847,-2
-30015,8990,-5
-30029,9132,-5
-30042,9273,-3
-30055,9415,1
-30066,9556,-5
-30078,9698,1
-30088,9838,-5
-30098,9979,2
-30107,10119,3
-30115,10260,-1
-30123,10399,-4
-30130,10539,0
-30137,10678,-9
-30143,10817,2
-30148,10956,-1
-30152,11095,-3
-30156,11233,-1
-30159,11371,1
-30161,11508,3
-30163,11646,1
-30164,11783,-3
-30164,11920,-2
-30164,12056,-4
-30163,12192,-1
-30161,12328,-8
-30159,12464,-10
-30156,12599,-3
-30152,12734,-6
-30148,12868,-3
-30143,13002,-7
-30137,13136,-6
-30131,13270,2
-30124,13403,-2
-30116,13536,0
-30108,13669,-2
-30099,13801,-7
-30089,13933,1
-30079,14064,3
-30067,14196,1
-30056,14326,-3
-30043,14457,8
-30030,14587,5
-30016,14717,-5
-30002,14846,-3
-29987,14975,-4
-29971,15104,-4
-29955,15232,0
-29938,15360,-4
-29920,15487,-6
-29901,15614,-6
-29882,15741,-4
-29862,15867,-9
-29842,15993,-5
-29821,16118,1
-29799,16243,3
-29777,16368,2
-29753,16492,0
-29730,16616,-3
-29705,16739,-7
-29680,16862,-7
-29654,16985,-1
-29628,17107,8
-29601,17229,-5
-29573,17350,3
-29545,17471,-10
-29516,17591,2
-29486,17711,-7
-29455,17831,1
-29424,17950,-1
-29393,18068,-4
-29360,18186,-4
-29327,18304,-7
-29293,18421,3
-29259,18538,2
-29224,18654,-4
-29188,18770,-1
-29152,18885,-3
-29115,19000,-2
-29077,19115,-5
-29039,19228,-5
-29000,19342,-4
-28961,19455,4
-28921,19567,-3
-28880,19679,-8
-28838,19791,0
-28796,19902,-6
-28753,20012,1
-28710,20122,-7
-28666,20231,4
-28621,20340,3
-28576,20449,-3
-28530,20557,1
-28483,20664,-6
-28436,20771,0
-28388,20877,-2
-28339,20983,-2
-28290,21088,-8
-28240,21193,-4
-28190,21297,-1
-28139,21401,-3
-28087,21504,-6
-28035,21607,3
-27982,21709,0
-27928,21810,1
-27874,21911,-7
-27819,22012,-5
-27764,22111,-4
-27708,22211,-4
-27651,22309,1
-27594,22408,-2
-27536,22505,-3
-27478,22602,4
-27418,22699,-6
-27359,22795,-8
-27298,22890,-5
-27237,22985,-6
-27176,23079,-1
-27114,23172,5
-27051,23265,-9
-26987,23358,2
-26923,23450,-1
-26859,23541,0
-26794,23632,0
-26728,23722,-8
-26662,23811,0
-26594,23900,-5
-26527,23988,-4
-26459,24076,-1
-26390,24163,-9
-26321,24249,-2
-26251,24335,-8
-26180,24421,-1
-26109,24505,-4
-26037,24589,-11
-25965,24673,-4
-25892,24755,2
-25819,24838,-5
-25745,24919,0
-25670,25000,-3
-25595,25080,5
-25519,25160,0
-25443,25239,-8
-25366,25317,-6
-25289,25395,-8
-25211,25472,-4
-25132,25548,-3
-25053,25624,-2
-24973,25699,-3
-24893,25774,1
-24812,25848,-3
-24731,25921,2
-24649,25993,-3
-24566,26065,-6
-24483,26137,-2
-24400,26207,3
-24316,26277,2
-24231,26346,-10
-24146,26415,-3
-24060,26483,-6
-23974,26550,-7
-23887,26617,-5
-23800,26683,2
-23712,26748,2
-23624,26813,-3
-23535,26877,9
-23445,26940,1
-23355,27002,-10
-23265,27064,0
-23174,27126,1
-23082,27186,-4
-22990,27246,-5
-22898,27305,0
-22805,27363,-2
-22711,27421,2
-22617,27478,-7
-22522,27535,1
-22427,27591,5
-22332,27646,4
-22236,27700,0
-22139,27753,-5
-22042,27806,-1
-21944,27859,2
-21846,27910,-4
-21748,27961,-5
-21649,28011,3
-21549,28061,-8
-21449,28109,-3
-21349,28157,1
-21248,28205,-3
-21146,28251,1
-21045,28297,-3
-20942,28342,2
-20839,28387,-8
-20736,28431,3
-20632,28474,-5
-20528,28516,-5
-20424,28558,-2
-20318,28598,-4
-20213,28639,-3
-20107,28678,-1
-20000,28717,-2
-19893,28755,3
-19786,28792,-7
-19678,28829,-2
-19570,28865,0
-19461,28900,-4
-19352,28934,3
-19243,28968,0
-19133,29001,2
-19022,29033,5
-18911,29064,0
-18800,29095,-5
-18688,29125,5
-18576,29154,2
-18464,29183,-3
-18351,29211,-2
-18238,29238,1
-18124,29264,-7
-18010,29290,1
-17895,29315,-4
-17780,29339,2
-17665,29362,-5
-17549,29385,-1
-17433,29407,2
-17317,29428,-6
-17200,29448,1
-17082,29468,-6
-16965,29487,4
-16847,29505,-2
-16728,29523,6
-16610,29539,1
-16490,29556,-1
-16371,29571,0
-16251,29585,-2
-16131,29599,-3
-16010,29612,-4
-15889,29624,2
-15768,29636,-1
-15646,29647,1
-15524,29657,3
-15402,29666,-3
-15279,29675,-7
-15156,29683,1
-15033,29690,2
-14909,29696,5
-14785,29701,6
-14661,29706,-2
-14536,29710,0
-14411,29714,2
-14286,29716,-1
-14160,29718,1
-14034,29719,1
-13908,29720,-2
-13781,29719,-2
-13654,29718,-7
-13527,29716,1
-13400,29713,3
-13272,29710,-4
-13144,29706,1
-13015,29701,3
-12887,29695,1
-12758,29689,-4
-12629,29682,4
-12499,29674,-4
-12369,29666,3
-12239,29656,5
-12109,29646,-4
-11978,29635,6
-11847,29624,-2
-11716,29611,-6
-11585,29598,-3
-11453,29585,1
-11321,29570,2
-11189,29555,-3
-11057,29539,-3
-10924,29522,1
-10791,29504,0
-10658,29486,2
-10525,29467,-2
-10391,29447,3
-10257,29427,-1
-10123,29406,-7
-9989,29384,-2
-9854,29361,7
-9719,29337,-3
-9585,29313,-7
-9449,29288,5
-9314,29263,-2
-9178,29236,-4
-9043,29209,-1
-8907,29181,2
-8771,29153,-1
-8634,29123,8
-8498,29093,2
-8361,29063,5
-8224,29031,5
-8087,28999,1
-7950,28966,1
-7812,28932,2
-7674,28898,-1
-7537,28863,-5
-7399,28827,4
-7260,28790,-2
-7122,28753,3
-6984,28715,-4
-6845,28676,2
-6706,28636,2
-6567,28596,0
-6428,28555,-1
-6289,28514,9
-6150,28471,2
-6010,28428,8
-5871,28384,-1
-5731,28340,-6
-5591,28295,-2
-5451,28249,-2
-5311,28202,7
-5171,28155,0
-5031,28107,2
-4890,28058,1
-4750,28008,-5
-4609,27958,-4
-4468,27907,-1
-4328,27856,-5
-4187,27804,4
-4046,27751,-2
-3904,27697,-5
-3763,27643,-4
-3622,27587,6
-3481,27532,6
-3339,27475,6
-3198,27418,-3
-3056,27360,0
-2915,27302,-3
-2773,27243,2
-2631,27183,-2
-2489,27122,-3
-2347,27061,3
-2205,26999,-2
-2063,26936,2
-1921,26873,4
-1779,26809,-1
-1637,26744,-4
-1495,26679,6
-1353,26613,-1
-1211,26546,-3
-1069,26479,-3
-926,26411,1
-784,26342,4
-642,26273,0
-500,26203,-1
-357,26133,1
-215,26061,-4
-73,25989,2
69,25917,-4
212,25844,4
354,25770,-3
496,25695,-3
638,25620,4
781,25544,-4
923,25468,1
1065,25391,-3
1207,25313,4
1349,25234,2
1491,25155,-5
1633,25076,-4
1775,24996,-6
1917,24915,-2
2059,24833,8
2201,24751,0
2343,24668,3
2485,24585,-2
2626,24501,5
2768,24416,1
2910,24331,-1
3051,24245,2
3193,24158,1
3334,24071,-1
3475,23984,6
3616,23895,0
3758,23806,3
3899,23717,3
4039,23627,-4
4180,23536,-1
4321,23445,-1
4462,23353,-8
4602,23261,3
4743,23168,3
4883,23074,5
5023,22980,5
5163,22885,3
5303,22790,2
5443,22694,-6
5583,22597,8
5723,22500,6
5862,22402,1
6001,22304,-1
6141,22205,6
